100201,Waypoint Store,Restaurant,235 Baker Street,,Costa Mesa,92626,CA,US,Eastern Standard Time,1,Mar 11 2016 2:35 PM,Production,TEST,
100202,THE PAPER PLACE,Restaurant,340 CENTRAL AVENUE,,Lawrence,11559,NY,US,Eastern Standard Time,0,Mar 14 2016 2:32 PM,Production,5943,Stationery Stores
100203,DELCO'S ORIGINAL STEAK & HOAGIES,Restaurant,152 PAINTERS CROSSING,,CHADDS FORD,19317,PA,US,Eastern Standard Time,0,Mar 16 2016 3:06 PM,Production,5812,Eating Places
100204,SUSQUEHANNA TRAIL CAMPGROUND,Retail,4292 HWY 7,,Oneonta,13820,NY,US,Eastern Standard Time,0,Mar 17 2016 9:34 PM,Production,7033,Recreational Vehicle Parks and Campsites
100206,iMobile3 Storefront Demo,Restaurant,8505 Baycenter Rd,,Jacksonville,32256,FL,US,Eastern Standard Time,1,Mar 16 2016 6:13 PM,Production,TEST,
100207,EMS Store,Restaurant,8505 Baycenter Road,,Jacksonville,32256,FL,US,Eastern Standard Time,1,Mar 17 2016 3:10 PM,Production,TEST,
100208,MCPS Store,Restaurant,8505 Baycenter Road,,Jacksonville,32256,FL,US,Eastern Standard Time,1,Mar 17 2016 3:16 PM,Production,TEST,
100209,Jazmin's Yellow Slippers,Retail,555 Kai Ala Street,,Lahaina,96761,HI,US,Hawaiian Standard Time,1,May 11 2016 2:50 AM,Production,5621,Women's Clothing Stores
100210,Kevin's Store,Restaurant,932 Ward Ave. Suite 420,,Honolulu,96814,HI,US,Hawaiian Standard Time,1,Mar 23 2016 10:27 PM,Production,TEST,
100211,Redland Soccer Store,Restaurant,914 Orange Street,Suite B,Redlands,92374,CA,US,Pacific Standard Time,1,Mar 22 2016 2:59 PM,Production,5941,Sporting Goods Stores
100214,SpotOn Store,Restaurant,8505 Baycenter Rd.,,Jacksonville,32256,FL,US,Eastern Standard Time,1,Mar 24 2016 2:36 PM,Production,TEST,
100215,EVO Store,Restaurant,3801 Arapaho Rd.,,Addison,75001,FL,US,Eastern Standard Time,1,Mar 28 2016 2:17 PM,Production,TEST,
100216,Modifier Test,Restaurant,8505 Baycenter Rd.,,Jacksonville,32256,FL,US,Eastern Standard Time,1,Mar 28 2016 5:54 PM,Production,TEST,
100217,VAPEOHOLIX VAPE BAR,Retail,6518 ROUTE 22 STE 454,,DELMONT,15626,PA,US,Eastern Standard Time,1,Jul 29 2016 2:43 PM,Production,5993,Tobacco Stores
100218,THE PERFECT CAR WASH,Retail,5850 N NORTHWEST HWY,,CHICAGO,60631,IL,US,Eastern Standard Time,1,Mar 30 2016 2:48 PM,Production,7542,Car Washes
100219,Scholastic Book Store,Retail,8505 Baycenter Road,,Jacksonville,32256,FL,US,Eastern Standard Time,1,Mar 30 2016 5:24 PM,Production,TEST,
100220,EDISTO TRUE VALUE,Restaurant,438 HWY 174,,EDISTO ISLAND,29438,SC,US,Eastern Standard Time,1,Apr 15 2016 4:05 PM,Production,5251,Hardware Stores
100221,LSNB Demo,Restaurant,1210 W Expressway 83,,Pharr,78577,TX,US,Central Standard Time,1,Mar 31 2016 5:04 PM,Production,TEST,
100222,SUPER TORTAS,Restaurant,7560 S I 35 STE 112,,CORINTH,76210,TX,US,Central Standard Time,0,Jan 6 2017 7:38 PM,Production,5812,Eating Places
100223,PAPA'S CACHE SABROSO,Restaurant,2517 W DIVISION ST,,CHICAGO,60622,IL,US,Central Standard Time,0,Apr 6 2016 8:54 PM,Production,5812,Eating Places
100224,YUMMY THAI BISTRO,Restaurant,10466 ROOSEVELT BLVD N,,ST PETERSBURG,33716,FL,US,Eastern Standard Time,1,Apr 6 2016 5:49 PM,Production,5812,Eating Places
100225,First American Deli,Restaurant,100 Throckmorton St,Suite 1800,Fort Worth,76102,TX,US,Central Standard Time,1,Apr 6 2016 6:22 PM,Production,5812,Eating Places
100226,Bluume Store,Restaurant,8505 Baycenter Rd.,,Jacksonville,32256,FL,US,Eastern Standard Time,1,Apr 7 2016 2:07 PM,Production,TEST,
100227,Purina Store,Retail,3763 117th St E,,Minneapolis,55077,MN,US,Central Standard Time,1,Apr 7 2016 5:28 PM,Production,TEST,
